subject_id,trial,t_index,v_t,rt2_sec,choice2,state,reward
sub1,111,101,-2.9704018485255195,0.3997349999845028,2,2,1.0
sub1,112,102,-2.208680976039723,0.32976000010967255,2,3,0.0
sub1,113,103,-1.4506358455822803,0.5948699999134988,2,3,1.0
sub1,114,104,-3.209223386839171,0.2863000000361353,2,2,0.0
sub1,115,105,-2.211058842170626,0.4676599998492747,2,3,1.0
sub1,116,106,-2.710495776985021,0.4377599998842925,2,3,0.0
sub1,117,107,-2.107780404654575,0.3544099999126047,2,2,1.0
sub1,118,108,-2.642663706549414,0.4583000000566244,2,2,1.0
sub1,119,109,-2.9939688064481444,0.45513000013306737,2,2,0.0
sub1,120,110,-1.7802219406281288,0.30807500006631017,2,3,1.0
sub1,121,111,-1.966403712579794,0.5069899999070913,2,2,1.0
sub1,122,112,-2.5498091478882277,0.32287999987602234,2,2,1.0
sub1,123,113,-2.932983017789268,0.4062650001142174,2,2,0.0
sub1,124,114,-2.427527136535288,0.9550999999046326,2,3,0.0
sub1,125,115,-1.926348959512513,0.37609999999403954,2,2,1.0
sub1,126,116,-2.5235016543137005,0.2697550000157207,2,2,0.0
sub1,127,117,-1.6574063868188997,0.4059199998155236,2,2,1.0
sub1,128,118,-2.34686331650721,0.3922749999910593,2,2,0.0
sub1,129,119,-1.5943714454841509,0.4931199999991805,2,3,0.0
sub1,130,120,-1.5413923914497658,0.26920000021345913,2,2,0.0
sub1,131,121,-1.01236850382715,0.5460399999283254,2,2,1.0
sub1,132,122,-1.9232099754510812,0.4664749999064952,2,2,1.0
sub1,133,123,-1.0471645271917926,0.5093549999874085,2,3,0.0
sub1,134,124,-2.521440006276876,0.5723549998365343,2,2,1.0
sub1,135,125,-2.9143504972141976,0.44337500003166497,2,2,1.0
sub1,136,126,-3.1724095145381916,0.3649450000375509,2,2,1.0
sub1,137,127,-3.341899660406678,0.5847199999261647,2,2,0.0
sub1,138,128,-0.6877654201062465,0.7917750000488013,2,3,0.0
sub1,139,129,-2.1949206301480757,0.4356499998830259,2,2,1.0
sub1,140,130,-2.6998963879843085,0.3878850000910461,2,2,1.0
sub1,141,131,-3.031558562564537,0.3410750001203269,2,2,1.0
sub1,142,132,-3.2493904016980104,0.44954499998129904,2,2,1.0
sub1,143,133,-3.3924598071866763,0.3856399999931455,2,2,1.0
sub1,144,134,-3.486426120230282,0.4691200000233948,2,2,1.0
sub1,145,135,-0.45171628794802166,0.8902499999385327,2,3,0.0
sub1,146,136,-3.5481420961711225,0.4469500000122935,2,2,1.0
sub1,147,137,-3.588676427709308,0.4104349999688566,2,2,0.0
sub1,148,138,-2.3570007260920334,0.536324999993667,2,2,1.0
sub1,149,139,-2.8063487002839786,0.38305499986745417,2,2,0.0
sub1,150,140,-1.8431770201302105,0.4581400000024587,2,2,1.0
sub1,151,141,-2.4688752968073757,0.296875,2,2,1.0
sub1,152,142,-0.2966819773608545,0.3645599998999387,2,3,0.0
sub1,153,143,-0.1948572545182939,0.3720549999270588,2,3,1.0
sub1,154,144,-2.8798266105160835,0.45856000017374754,2,2,1.0
sub1,155,145,-3.1497346293391058,0.59590999991633,2,2,0.0
sub1,156,146,-1.386278143611529,0.4015949999447912,2,3,0.0
sub1,157,147,-0.9104912791325535,0.4938149999361485,2,3,1.0
sub1,158,148,-2.0687088841521075,0.4376499999780208,2,2,0.0
sub1,159,149,-1.3587038119042485,0.3947950000874698,2,2,1.0
sub1,160,150,-1.856298205216427,0.6991500000003725,2,3,1.0
sub1,161,151,-2.4774931377853493,1.0976099998224529,2,3,0.0
sub1,162,152,-1.6271885310026368,0.372535000089556,2,3,1.0
sub1,163,153,-2.150678957136368,0.5395850001368672,2,2,0.0
sub1,164,154,-2.3270165820538233,0.31904500001110137,2,3,1.0
sub1,165,155,-1.4125407976101574,1.5721899999771267,2,2,1.0
sub1,166,156,-2.786655464994326,0.6634649999905378,2,3,1.0
sub1,167,157,-3.0885409101311065,0.286894999910146,2,3,1.0
sub1,168,158,-3.2868157414560906,0.4276699998881668,2,3,0.0
sub1,169,159,-2.1860384599936467,0.35061000008136034,2,2,0.0
sub1,170,160,-2.1587421561123428,0.3186300001107156,2,3,1.0
sub1,171,161,-1.4357645057342296,0.4580399999395013,2,2,0.0
sub1,172,162,-2.676134789164001,0.3619399999734014,2,3,0.0
sub1,173,163,-0.94299334327917,0.3625399998854846,2,2,1.0
sub1,174,164,-1.8776451809987948,0.4122000001370907,2,2,1.0
sub1,175,165,-2.4915135819330616,0.5486799997743219,2,2,0.0
sub1,176,166,-1.7576540455072305,0.3907149999868125,2,3,1.0
sub1,177,167,-2.4127048068385757,0.4292099999729544,2,3,1.0
sub1,178,168,-2.842934489337604,0.3801750000566244,2,3,0.0
sub1,179,169,-1.636396994819862,0.3447650000452996,2,2,0.0
sub1,180,170,-1.8672061386927574,0.411420000018552,2,3,1.0
sub1,181,171,-2.484657340978861,0.3889250000938773,2,3,1.0
sub1,182,172,-1.0747664167168158,0.49359999992884696,2,2,1.0
sub1,183,173,-2.8901920726358186,0.6889800000935793,2,3,1.0
sub1,184,174,-3.1565425436870953,0.3475050001870841,2,3,1.0
sub1,185,175,-3.3314784194365674,0.4961450002156198,2,3,0.0
sub1,186,176,-2.188076080903214,0.3520800000987947,2,3,0.0
sub1,187,177,-1.9641921952054122,0.46157000004313886,2,2,1.0
sub1,188,178,-2.5483566491293717,0.4689100000541657,2,2,1.0
sub1,189,179,-2.932029033584162,0.5187900001183152,2,2,0.0
sub1,190,180,-1.4371027913278451,0.5604650001041591,2,3,0.0
sub1,191,181,-1.9257223938386752,0.3957499999087304,2,2,0.0
sub1,192,182,-1.2647919565784578,0.40724000008776784,2,2,0.0
sub1,193,183,-0.943872313612498,0.30574500001966953,2,3,1.0
sub1,194,184,-0.8307005716627587,0.2888599999714643,2,2,0.0
sub1,195,185,-1.8782224784385615,0.467475000070408,2,3,0.0
sub1,196,186,-0.5455944245784171,0.24979500006884336,1,2,1.0
sub1,197,187,-1.2335945674176743,0.3735899999737739,1,3,1.0
sub1,198,188,0.7127037521468018,0.3621300000231713,1,2,1.0
sub1,199,189,0.024703609307544675,0.6313000000081956,1,3,0.0
sub1,200,190,1.53913928511424,0.42021000012755394,1,2,0.0
sub10,10,1,0.0,0.8628649999736808,2,2,1.0
sub10,12,2,-0.37500820551599406,0.9174249999923632,1,2,1.0
sub10,13,3,0.0,0.5587750000413507,2,3,1.0
sub10,14,4,0.0,0.5221350000356324,2,2,1.0
sub10,15,5,-0.2368300045529835,1.7224449999630451,1,2,1.0
sub10,16,6,0.0,1.9936849999940025,2,2,0.0
sub10,17,7,-0.37500820551599406,0.7454649999854155,2,3,0.0
sub10,18,8,0.22544227540683534,0.6010750000132248,1,2,1.0
sub10,19,9,0.37500820551599406,0.9513949999818578,1,2,1.0
sub10,20,10,-0.23683000455298348,0.5039799999794923,2,3,1.0
sub10,21,11,-0.5245741356251528,1.4963749999878928,1,3,1.0
sub10,22,12,0.4694640051163911,0.7676199999987148,1,2,0.0
sub10,23,13,0.15410774086562262,0.6657899999991059,2,2,1.0
sub10,24,14,-0.07852625969778496,0.9631899999803863,1,2,0.0
sub10,25,15,-0.1495659301091587,0.755170000018552,2,3,0.0
sub10,26,16,-0.27768410317898845,1.123665000020992,1,2,1.0
sub10,27,17,0.04372240136261348,0.6091050000395626,1,3,1.0
sub10,28,18,0.280552405915597,0.41168499999912456,1,3,0.0
sub10,29,19,0.055110130508761644,0.9476900000008754,1,3,1.0
sub10,30,20,0.28774413107216923,0.5148549999576062,1,3,1.0
sub10,31,21,-0.028450620148111245,0.7911849999800324,1,2,0.0
sub10,32,22,-0.24605969131785388,1.4168599999975413,1,2,0.0
sub10,33,23,-0.383486970395625,0.4418900000164286,2,2,1.0
sub10,34,24,0.4346601467812196,0.47603499999968335,2,3,1.0
sub10,35,25,-0.5304029861046754,0.5647949999547563,2,2,0.0
sub10,36,26,0.18171987404422185,0.6191150000086054,2,3,1.0
sub10,37,27,-0.24817707216922294,0.5720749999745749,1,2,0.0
sub10,38,28,0.02197978019344564,0.6575300000258721,2,3,1.0
sub10,39,29,-0.3349669147672259,0.5839799999957904,2,2,1.0
sub10,40,30,-0.5317401816894497,0.46885999996447936,2,2,0.0
sub10,41,31,-0.07890133813280348,0.4377300000051037,2,3,1.0
sub10,42,32,-0.2810007602043912,0.8093950000475161,2,2,1.0
sub10,43,33,-0.142611079309378,0.5714300000108778,2,3,0.0
sub10,44,34,0.19216233115151415,0.8989700000383891,2,3,1.0
sub10,45,35,0.028574534995841293,0.5970799999777228,2,3,1.0
sub10,46,36,-0.07473653377144784,0.8922100000199862,2,3,1.0
sub10,47,37,-0.49765878175518075,0.4721399999689311,2,2,1.0
sub10,48,38,-0.6344854417470924,0.8980649999575689,2,2,1.0
sub10,49,39,-0.720895973656032,0.9562249999726192,2,2,1.0
sub10,50,40,-0.13998086849971061,0.50488000002224,2,3,1.0
sub10,51,41,-0.7754670640066059,1.096384999982547,1,2,0.0
sub10,52,42,-0.8302777015214726,0.5879149999818765,2,2,1.0
sub10,53,43,-0.18118480980944765,0.5497750000213273,1,3,0.0
sub10,54,44,-0.4634107237449001,0.4530699999886565,2,3,1.0
sub10,55,45,-0.4894323666435106,0.417490000021644,2,3,1.0
sub10,56,46,-0.8647411382838889,0.6156649999902584,2,2,1.0
sub10,57,47,-0.5058658892051687,0.5192650000099093,2,3,0.0
sub10,58,48,-0.8865059310678869,1.2136049999971874,2,2,1.0
sub10,59,49,-0.14123599319241315,1.364535000000615,1,3,1.0
sub10,60,50,0.05553727372981071,1.3014749999856576,1,3,0.0
sub10,61,51,-0.19520214775524788,0.6211550000007264,1,3,1.0
sub10,62,52,-0.9002511129020725,1.2354449999984354,2,2,1.0
sub10,63,53,0.021455873795541702,0.9471449999837204,1,3,0.0
sub10,64,54,-0.9089316468970358,0.48670000000856817,2,2,1.0
sub10,65,55,-0.2167256717285406,1.1692750000511296,1,3,0.0
sub10,66,56,-0.9144136893572021,0.6327550000278279,2,2,1.0
sub10,67,57,-0.9178757793107124,0.7794149999972433,2,2,1.0
sub10,68,58,-0.36714514437258444,1.493799999996554,2,3,1.0
sub10,69,59,-0.5118775888181405,1.3414149999734946,2,3,0.0
sub10,70,60,-0.22827267787763944,1.3648599999723956,2,3,1.0
sub10,71,61,-0.4241750628773336,2.054929999983869,1,3,0.0
sub10,72,62,-0.5191699026359183,1.2509299999801442,2,3,1.0
sub10,73,63,-0.92006220288063,2.2419649999937974,2,2,0.0
sub10,74,64,-0.6428886961155963,1.4034400000236928,1,3,0.0
sub10,75,65,-0.7028810589535771,0.4204000000027008,2,3,1.0
sub10,76,66,-0.5464347956949175,0.46936500002630055,2,2,0.0
sub10,77,67,-0.7810135424355474,1.2046050000353716,2,3,0.0
sub10,78,68,-0.45534856767182486,1.1189800000283867,1,3,0.0
sub10,79,69,-0.3104768106605399,0.7342600000556558,1,2,1.0
sub10,80,70,-0.49323571615305256,0.6350000000093132,1,3,1.0
sub10,81,71,-0.14215448987465293,0.5993250000174157,1,3,0.0
sub10,82,72,0.029916676187267184,0.8005949999787845,1,2,1.0
sub10,83,73,-0.2954433644667421,0.6525400000391528,1,3,0.0
sub10,84,74,-0.39225032584406555,0.4829800000297837,2,3,1.0
sub10,85,75,0.24488634846163518,0.45618500001728535,1,2,0.0
sub10,86,76,0.005638554890335385,0.5185399999609217,2,2,0.0
sub10,87,77,-0.561590398445698,0.5989300000364892,2,3,0.0
sub10,88,78,0.15465377601893304,0.7653900000150315,1,2,1.0
sub10,89,79,0.37856913821215454,0.5353400000021793,2,2,0.0
sub10,90,80,-0.2935260132924206,0.914935000007972,2,3,0.0
sub10,91,81,-0.12423454547242985,1.3715249999659136,1,3,0.0
sub10,92,82,0.4726771469950303,1.722799999988638,1,2,1.0
sub10,93,83,0.6140870560788513,1.622090000018943,1,2,0.0
sub10,94,84,-0.18537132265896045,0.5673700000043027,2,3,0.0
sub10,95,85,-0.07845819781300367,0.635489999956917,1,3,0.0
sub10,96,86,-0.11706808156079608,0.6026849999907427,2,3,0.0
sub10,97,87,-0.04954893005529195,0.4261850000475534,1,3,0.0
sub10,98,88,-0.07393234036280281,0.37606500001857057,1,3,0.0
sub10,99,89,0.3283838548789027,0.4682499999762513,1,2,1.0
sub10,100,90,-0.08933126521085862,0.6148600000306033,1,3,0.0
sub10,101,91,0.5229611006299378,0.4719400000176393,1,2,1.0
sub10,102,92,0.6458430251300119,0.4835650000022724,2,2,0.0
sub10,103,93,0.7052753250655664,0.4828600000473671,1,2,1.0
sub10,104,94,0.7828792982874023,0.41346999997040257,2,2,0.0
sub10,105,95,-0.09905619226107637,0.4973999999929219,2,3,0.0
sub10,106,96,-0.05641562940603204,0.42236500000581145,1,3,0.0
sub10,107,97,0.8204127486420809,0.45362499996554106,2,2,0.0
sub10,108,98,0.8441163558902391,1.2158150000032035,1,2,0.0
sub10,109,99,-0.06255724039934743,1.2373449999722652,1,3,0.0
sub10,110,100,0.5181176095303944,0.8312399999704212,1,2,1.0
sub10,111,101,0.6872468944013412,0.8977849999791943,1,2,1.0
sub10,112,102,-0.06643586955496332,1.46892499999376,2,3,1.0
sub10,113,103,0.794057595385645,0.5830100000021048,1,2,0.0
sub10,114,104,-0.4145151584591015,0.7767900000326335,1,3,0.0
sub10,115,105,-0.4169646402226269,0.6661149999708869,2,3,1.0
sub10,116,106,0.4865038573408731,0.4675099999876693,1,2,1.0
sub10,117,107,-0.6367881490510235,0.6196149999741465,2,3,1.0
sub10,118,108,0.6672817710657616,0.4858649999951013,1,2,0.0
sub10,119,109,-0.7756139182766562,0.49792500003241,2,3,1.0
sub10,120,110,0.4064407584292795,0.691640000033658,1,2,1.0
sub10,121,111,0.61671929322966,1.1804099999717437,1,2,0.0
sub10,122,112,-0.8632869533574198,1.4094849999528378,2,3,1.0
sub10,123,113,0.37450889219275973,1.4551249999785796,1,2,0.0
sub10,124,114,-0.9186553559468549,1.0284399999654852,2,3,0.0
sub10,125,115,-0.5786141160717981,0.9898050000192598,1,3,1.0
sub10,126,116,0.2215450649041791,1.2237650000024587,1,2,0.0
sub10,127,117,0.12494338158007574,1.380524999985937,1,2,0.0
sub10,128,118,-0.20515283877944118,1.2176149999722838,1,3,0.0
sub10,129,119,0.06393624422959047,1.1943650000030177,1,2,1.0
sub10,130,120,0.4004164378142197,1.3002500000293369,1,2,0.0
sub10,131,121,0.23790653128608025,0.883144999970682,1,2,1.0
sub10,132,122,-0.34430797574774,1.4445249999989755,2,3,0.0
sub10,133,123,0.5102843907540257,0.8924049999914132,1,2,1.0
sub10,134,124,-0.12956075901149938,0.7893399999593385,2,3,0.0
sub10,135,125,0.6822999593444953,1.27412000001641,1,2,0.0
sub10,136,126,0.006059164950978518,0.6920699999900535,1,3,0.0
sub10,137,127,-0.08182187668230295,0.5778000000282191,1,3,0.0
sub10,138,128,-0.13732164224474827,0.4773750000167638,1,3,1.0
sub10,139,129,0.41592523782496676,1.261949999956414,1,2,0.0
sub10,140,130,0.20263663759626518,1.3620149999624118,2,3,1.0
sub10,141,131,-0.08672312946672267,0.8149649999686517,2,3,1.0
sub10,142,132,0.24770084811203533,1.2177349999547005,1,2,0.0
sub10,143,133,0.14146161815487318,0.6761399999959394,1,2,0.0
sub10,144,134,-0.2694633307289452,1.29696500004502,2,3,0.0
sub10,145,135,0.0743680534158289,0.5113899999996647,2,2,1.0
sub10,146,136,-0.009861567153058146,0.7337399999960326,1,3,1.0
sub10,147,137,0.2048332575956173,0.9510250000166708,1,3,1.0
sub10,148,138,0.3404200942963471,0.9630599999800324,2,3,1.0
sub10,149,139,0.12935893299247683,1.2804999999934807,1,3,0.0
sub10,150,140,-0.16002172976355228,2.1894500000053085,2,3,1.0
sub10,151,141,-0.28567054522241914,0.5137600000016391,1,2,1.0
sub10,152,142,0.04696586946633117,0.5971649999846704,2,2,0.0
sub10,153,143,-0.29331378859670676,1.343460000003688,2,3,1.0
sub10,154,144,-0.3774921037268972,0.799959999974817,1,3,1.0
sub10,155,145,-0.18523729578991366,0.6262899999856018,2,3,1.0
sub10,156,146,-0.238398667894064,0.5816750000230968,1,3,0.0
sub10,157,147,-0.4919916447048642,0.492374999972526,2,3,0.0
sub10,158,148,0.1945978690739204,1.664310000021942,2,2,0.0
sub10,159,149,0.2878323280136201,0.41586999996798113,1,2,1.0
sub10,160,150,-0.15055659255532847,1.2443550000316463,1,3,1.0
sub10,161,151,0.4979031543221525,0.6081250000279397,1,2,1.0
sub10,162,152,0.6305697840633432,0.5916849999921396,1,2,0.0
sub10,163,153,0.33934491465436445,0.4484449999872595,2,2,1.0
sub10,164,154,0.06429931503942729,0.4750549999880605,1,3,1.0
sub10,165,155,0.023217333643111508,0.5056300000287591,2,2,0.0
sub10,166,156,0.1985805837981873,0.9960449999780394,2,2,1.0
sub10,167,157,0.19998788085063904,0.6066749999881722,1,3,0.0
sub10,168,158,-0.0893285366293022,0.4661049999995157,2,3,0.0
sub10,169,159,0.1262989183589433,0.5215300000272691,1,3,0.0
sub10,170,160,-0.06567996680847628,0.5669000000343658,1,2,0.0
sub10,171,161,-0.24959804148945516,0.7984350000042468,2,2,0.0
sub10,172,162,-0.04147905728326209,0.6636050000088289,1,2,1.0
sub10,173,163,0.21737884052375978,1.1699899999657646,1,2,1.0
sub10,174,164,0.3808561090594161,0.9004249999998137,1,2,1.0
sub10,175,165,-0.056413906217117935,0.7014849999686703,2,3,0.0
sub10,176,166,0.07976191712613,0.4877299999934621,1,3,1.0
sub10,177,167,0.33938096997892586,0.4331149999634363,1,3,0.0
sub10,178,168,0.12833072742154905,0.9032400000141934,1,3,1.0
sub10,179,169,0.3700537696515892,0.5576749999891035,1,3,1.0
sub10,180,170,0.5227098138390273,0.5706249999930151,1,3,0.0
sub10,181,171,0.48409737600272706,0.5846549999550916,1,2,0.0
sub10,182,172,0.17428942306946565,0.478049999976065,2,2,0.0
sub10,183,173,0.3057234003854976,0.7230400000116788,1,2,1.0
sub10,184,174,0.2441089165050123,0.5054250000393948,1,3,1.0
sub10,185,175,0.44317150052908955,0.5944000000017695,1,3,0.0
sub10,186,176,0.48507770333480366,0.8283149999915622,1,2,1.0
sub10,187,177,0.5983458392296853,0.7463749999878928,1,2,0.0
sub10,188,178,0.19387785802081126,0.670685000019148,1,3,0.0
sub10,189,179,0.29487018352225464,0.4996000000392087,2,2,1.0
sub10,190,180,0.0028668536018293046,0.7690200000070035,2,2,1.0
sub10,191,181,-0.1815428444723404,0.45724499999778345,2,2,0.0
sub10,192,182,0.07700457700713674,0.5651450000004843,2,2,1.0
sub10,193,183,0.036440730987740706,0.4519150000414811,2,3,1.0
sub10,194,184,-0.1347224359762977,0.4713149999734014,2,2,1.0
sub10,195,185,-0.25256796734943726,0.6371650000219233,2,3,0.0
sub10,196,186,-0.2684350020249831,0.4613999999710359,2,2,1.0
sub10,197,187,-0.35287888127964834,0.6976750000030734,2,2,1.0
sub10,198,188,-0.4062079658548418,0.49036499997600913,2,2,1.0
sub10,199,189,-0.06007825165919841,0.6567800000193529,2,3,1.0
sub10,200,190,-0.31352287650474897,0.921829999948386,2,3,0.0
sub100,10,1,0.0,0.3685200000000186,2,3,1.0
sub100,11,2,0.0,0.2729550000004237,2,2,1.0
sub100,12,3,-0.1912419867456952,0.4854249999988824,2,2,1.0
sub100,13,4,-0.1912419867456952,0.8697799999973503,2,3,1.0
sub100,14,5,-0.3301871731111364,1.204685000000638,1,2,0.0
sub100,15,6,-0.3301871731111364,0.2426800000029616,2,3,1.0
sub100,16,7,-0.3301871731111364,0.8104400000011083,2,2,1.0
sub100,17,8,-0.43113657832621144,0.33405999999749475,2,2,1.0
sub100,18,9,-0.5044804823494464,0.7391600000009639,2,2,1.0
sub100,19,10,-0.5577678518580504,0.40633499999972994,2,2,1.0
sub100,20,11,-0.5964833223114224,0.4942150000025285,1,2,1.0
sub100,22,12,-0.43113657832621144,2.20508500000136,1,3,0.0
sub100,23,13,-0.43113657832621144,1.5207799999988638,1,3,0.0
sub100,24,14,-0.4052413355657272,0.3220500000024913,1,2,1.0
sub100,25,15,-0.26629614920028605,1.2747850000014296,2,2,1.0
sub100,26,16,-0.29442453433635285,0.5545549999987707,2,2,1.0
sub100,28,17,-0.43113657832621144,0.26278499999898486,2,3,1.0
sub100,29,18,-0.31486096558974075,2.124509999997797,1,2,1.0
sub100,30,19,-0.2139115603746657,0.34788499999931083,2,2,0.0
sub100,31,20,-0.5044804823494464,0.5913299999992596,1,3,0.0
sub100,32,21,-0.03751748332425303,0.24128000000212343,1,2,1.0
sub100,33,22,0.03582642069898192,0.6786949999986682,1,2,1.0
sub100,34,23,0.08911379020758596,1.3594800000027751,1,2,1.0
sub100,35,24,-0.5044804823494464,0.34995999999949706,1,3,1.0
sub100,36,25,-0.31323849560375117,0.15008499999751806,1,3,1.0
sub100,37,26,-0.17429330923831,0.5999049999990966,2,3,1.0
